quotation,speaker,cantica,canto
Dio vede tutto e tuo veder s'inluia,blank,Paradiso,9
beato spirto sì che nulla voglia di sé a te puot' esser fuia Dunque la voce tua che 'l ciel trastulla sempre col canto di quei fuochi pii che di sei ali facen la coculla perché non satisface a' miei disii Già non attendere' io tua dimanda s'io m'intuassi come tu t'inmii,blank,Paradiso,9
La maggior valle in che l'acqua si spanda,blank,Paradiso,9
fuor di quel mar che la terra inghirlanda tra ' discordanti liti contra 'l sole tanto sen va che fa meridïano là dove l'orizzonte pria far suole Di quella valle fu' io litorano tra Ebro e Macra che per cammin corto parte lo Genovese dal Toscano Ad un occaso quasi e ad un orto Buggea siede e la terra ond' io fui che fé del sangue suo già caldo il porto Folco mi disse quella gente a cui fu noto il nome mio e questo cielo di me s'imprenta com' io fe' di lui ché più non arse la figlia di Belo noiando e a Sicheo e a Creusa di me infin che si convenne al pelo né quella Rodopëa che delusa fu da Demofoonte né Alcide quando Iole nel core ebbe rinchiusa Non però qui si pente ma si ride non de la colpa ch'a mente non torna ma del valor ch'ordinò e provide Qui si rimira ne l'arte ch'addorna cotanto affetto e discernesi 'l bene per che 'l mondo di sù quel di giù torna Ma perché tutte le tue voglie piene ten porti che son nate in questa spera procedere ancor oltre mi convene Tu vuo' saper chi è in questa lumera che qui appresso me così scintilla come raggio di sole in acqua mera Or sappi che là entro si tranquilla Raab e a nostr' ordine congiunta di lei nel sommo grado si sigilla Da questo cielo in cui l'ombra s'appunta che 'l vostro mondo face pria ch'altr' alma del trïunfo di Cristo fu assunta Ben si convenne lei lasciar per palma in alcun cielo de l'alta vittoria che s'acquistò con l'una e l'altra palma perch' ella favorò la prima gloria di Iosüè in su la Terra Santa che poco tocca al papa la memoria La tua città che di colui è pianta che pria volse le spalle al suo fattore e di cui è la 'nvidia tanto pianta produce e spande il maladetto fiore c'ha disvïate le pecore e li agni però che fatto ha lupo del pastore Per questo l'Evangelio e i dottor magni son derelitti e solo ai Decretali si studia sì che pare a' lor vivagni A questo intende il papa e ' cardinali non vanno i lor pensieri a Nazarette là dove Gabrïello aperse l'ali Ma Vaticano e l'altre parti elette di Roma che son state cimitero a la milizia che Pietro seguette tosto libere fien de l'avoltero,blank,Paradiso,9
Ringrazia ringrazia il Sol de li angeli ch'a questo sensibil t'ha levato per sua grazia,blank,Paradiso,10
Quando lo raggio de la grazia onde s'accende verace amore e che poi cresce amando multiplicato in te tanto resplende che ti conduce su per quella scala u' sanza risalir nessun discende qual ti negasse il vin de la sua fiala per la tua sete in libertà non fora se non com' acqua ch'al mar non si cala Tu vuo' saper di quai piante s'infiora questa ghirlanda che 'ntorno vagheggia la bella donna ch'al ciel t'avvalora Io fui de li agni de la santa greggia che Domenico mena per cammino u' ben s'impingua se non si vaneggia Questi che m'è a destra più vicino frate e maestro fummi ed esso Alberto è di Cologna e io Thomas d'Aquino Se sì di tutti li altri esser vuo' certo di retro al mio parlar ten vien col viso girando su per lo beato serto Quell' altro fiammeggiare esce del riso di Grazïan che l'uno e l'altro foro aiutò sì che piace in paradiso L'altro ch'appresso addorna il nostro coro quel Pietro fu che con la poverella offerse a Santa Chiesa suo tesoro La quinta luce ch'è tra noi più bella spira di tale amor che tutto 'l mondo là giù ne gola di saper novella entro v'è l'alta mente u' sì profondo saver fu messo che se 'l vero è vero a veder tanto non surse il secondo Appresso vedi il lume di quel cero che giù in carne più a dentro vide l'angelica natura e 'l ministero Ne l'altra piccioletta luce ride quello avvocato de' tempi cristiani del cui latino Augustin si provide Or se tu l'occhio de la mente trani di luce in luce dietro a le mie lode già de l'ottava con sete rimani Per vedere ogne ben dentro vi gode l'anima santa che 'l mondo fallace fa manifesto a chi di lei ben ode Lo corpo ond' ella fu cacciata giace giuso in Cieldauro ed essa da martiro e da essilio venne a questa pace Vedi oltre fiammeggiar l'ardente spiro d'Isidoro di Beda e di Riccardo che a considerar fu più che viro Questi onde a me ritorna il tuo riguardo è 'l lume d'uno spirto che 'n pensieri gravi a morir li parve venir tardo essa è la luce etterna di Sigieri che leggendo nel Vico de li Strami silogizzò invidïosi veri,blank,Paradiso,10
Così com' io del suo raggio resplendo sì riguardando ne la luce etterna li tuoi pensieri onde cagioni apprendo Tu dubbi e hai voler che si ricerna in sì aperta e 'n sì distesa lingua lo dicer mio ch'al tuo sentir si sterna ove dinanzi dissi 'U' ben s'impingua' e là u' dissi 'Non nacque il secondo' e qui è uopo che ben si distingua La provedenza che governa il mondo con quel consiglio nel quale ogne aspetto creato è vinto pria che vada al fondo però che andasse ver' lo suo diletto la sposa di colui ch'ad alte grida disposò lei col sangue benedetto in sé sicura e anche a lui più fida due principi ordinò in suo favore che quinci e quindi le fosser per guida L'un fu tutto serafico in ardore l'altro per sapïenza in terra fue di cherubica luce uno splendore De l'un dirò però che d'amendue si dice l'un pregiando qual ch'om prende perch' ad un fine fur l'opere sue Intra Tupino e l'acqua che discende del colle eletto dal beato Ubaldo fertile costa d'alto monte pende onde Perugia sente freddo e caldo da Porta Sole e di rietro le piange per grave giogo Nocera con Gualdo Di questa costa là dov' ella frange più sua rattezza nacque al mondo un sole come fa questo talvolta di Gange Però chi d'esso loco fa parole non dica Ascesi ché direbbe corto ma Orïente se proprio dir vuole Non era ancor molto lontan da l'orto ch'el cominciò a far sentir la terra de la sua gran virtute alcun conforto ché per tal donna giovinetto in guerra del padre corse a cui come a la morte la porta del piacer nessun diserra e dinanzi a la sua spirital corte et coram patre le si fece unito poscia di dì in dì l'amò più forte Questa privata del primo marito millecent' anni e più dispetta e scura fino a costui si stette sanza invito né valse udir che la trovò sicura con Amiclate al suon de la sua voce colui ch'a tutto 'l mondo fé paura né valse esser costante né feroce sì che dove Maria rimase giuso ella con Cristo pianse in su la croce Ma perch' io non proceda troppo chiuso Francesco e Povertà per questi amanti prendi oramai nel mio parlar diffuso La lor concordia e i lor lieti sembianti amore e maraviglia e dolce sguardo facieno esser cagion di pensier santi tanto che 'l venerabile Bernardo si scalzò prima e dietro a tanta pace corse e correndo li parve esser tardo Oh ignota ricchezza oh ben ferace Scalzasi Egidio scalzasi Silvestro dietro a lo sposo sì la sposa piace Indi sen va quel padre e quel maestro con la sua donna e con quella famiglia che già legava l'umile capestro Né li gravò viltà di cuor le ciglia per esser fi' di Pietro Bernardone né per parer dispetto a maraviglia ma regalmente sua dura intenzione ad Innocenzio aperse e da lui ebbe primo sigillo a sua religïone Poi che la gente poverella crebbe dietro a costui la cui mirabil vita meglio in gloria del ciel si canterebbe di seconda corona redimita fu per Onorio da l'Etterno Spiro la santa voglia d'esto archimandrita E poi che per la sete del martiro ne la presenza del Soldan superba predicò Cristo e li altri che 'l seguiro e per trovare a conversione acerba troppo la gente e per non stare indarno redissi al frutto de l'italica erba nel crudo sasso intra Tevero e Arno da Cristo prese l'ultimo sigillo che le sue membra due anni portarno Quando a colui ch'a tanto ben sortillo piacque di trarlo suso a la mercede ch'el meritò nel suo farsi pusillo a' frati suoi sì com' a giuste rede raccomandò la donna sua più cara e comandò che l'amassero a fede e del suo grembo l'anima preclara mover si volle tornando al suo regno e al suo corpo non volle altra bara Pensa oramai qual fu colui che degno collega fu a mantener la barca di Pietro in alto mar per dritto segno e questo fu il nostro patrïarca per che qual segue lui com' el comanda discerner puoi che buone merce carca Ma 'l suo pecuglio di nova vivanda è fatto ghiotto sì ch'esser non puote che per diversi salti non si spanda e quanto le sue pecore remote e vagabunde più da esso vanno più tornano a l'ovil di latte vòte Ben son di quelle che temono 'l danno e stringonsi al pastor ma son sì poche che le cappe fornisce poco panno Or se le mie parole non son fioche se la tua audïenza è stata attenta se ciò ch'è detto a la mente revoche in parte fia la tua voglia contenta perché vedrai la pianta onde si scheggia e vedra' il corrègger che argomenta 'U' ben s'impingua se non si vaneggia',blank,Paradiso,11
L'amor che mi fa bella mi tragge a ragionar de l'altro duca per cui del mio sì ben ci si favella Degno è che dov' è l'un l'altro s'induca sì che com' elli ad una militaro così la gloria loro insieme luca L'essercito di Cristo che sì caro costò a rïarmar dietro a la 'nsegna si movea tardo sospeccioso e raro quando lo 'mperador che sempre regna provide a la milizia ch'era in forse per sola grazia non per esser degna e come è detto a sua sposa soccorse con due campioni al cui fare al cui dire lo popol disvïato si raccorse In quella parte ove surge ad aprire Zefiro dolce le novelle fronde di che si vede Europa rivestire non molto lungi al percuoter de l'onde dietro a le quali per la lunga foga lo sol talvolta ad ogne uom si nasconde siede la fortunata Calaroga sotto la protezion del grande scudo in che soggiace il leone e soggioga dentro vi nacque l'amoroso drudo de la fede cristiana il santo atleta benigno a' suoi e a' nemici crudo e come fu creata fu repleta sì la sua mente di viva virtute che ne la madre lei fece profeta Poi che le sponsalizie fuor compiute al sacro fonte intra lui e la Fede u' si dotar di mutüa salute la donna che per lui l'assenso diede vide nel sonno il mirabile frutto ch'uscir dovea di lui e de le rede e perché fosse qual era in costrutto quinci si mosse spirito a nomarlo del possessivo di cui era tutto Domenico fu detto e io ne parlo sì come de l'agricola che Cristo elesse a l'orto suo per aiutarlo Ben parve messo e famigliar di Cristo ché 'l primo amor che 'n lui fu manifesto fu al primo consiglio che diè Cristo Spesse fïate fu tacito e desto trovato in terra da la sua nutrice come dicesse 'Io son venuto a questo' Oh padre suo veramente Felice oh madre sua veramente Giovanna se interpretata val come si dice Non per lo mondo per cui mo s'affanna di retro ad Ostïense e a Taddeo ma per amor de la verace manna in picciol tempo gran dottor si feo tal che si mise a circüir la vigna che tosto imbianca se 'l vignaio è reo E a la sedia che fu già benigna più a' poveri giusti non per lei ma per colui che siede che traligna non dispensare o due o tre per sei non la fortuna di prima vacante non decimas quae sunt pauperum Dei addimandò ma contro al mondo errante licenza di combatter per lo seme del qual ti fascian ventiquattro piante Poi con dottrina e con volere insieme con l'officio appostolico si mosse quasi torrente ch'alta vena preme e ne li sterpi eretici percosse l'impeto suo più vivamente quivi dove le resistenze eran più grosse Di lui si fecer poi diversi rivi onde l'orto catolico si riga sì che i suoi arbuscelli stan più vivi Se tal fu l'una rota de la biga in che la Santa Chiesa si difese e vinse in campo la sua civil briga ben ti dovrebbe assai esser palese l'eccellenza de l'altra di cui Tomma dinanzi al mio venir fu sì cortese Ma l'orbita che fé la parte somma di sua circunferenza è derelitta sì ch'è la muffa dov' era la gromma La sua famiglia che si mosse dritta coi piedi a le sue orme è tanto volta che quel dinanzi a quel di retro gitta e tosto si vedrà de la ricolta de la mala coltura quando il loglio si lagnerà che l'arca li sia tolta Ben dico chi cercasse a foglio a foglio nostro volume ancor troveria carta u' leggerebbe 'I' mi son quel ch'i' soglio' ma non fia da Casal né d'Acquasparta là onde vegnon tali a la scrittura ch'uno la fugge e altro la coarta Io son la vita di Bonaventura da Bagnoregio che ne' grandi offici sempre pospuosi la sinistra cura Illuminato e Augustin son quici che fuor de' primi scalzi poverelli che nel capestro a Dio si fero amici Ugo da San Vittore è qui con elli e Pietro Mangiadore e Pietro Spano lo qual giù luce in dodici libelli Natàn profeta e 'l metropolitano Crisostomo e Anselmo e quel Donato ch'a la prim' arte degnò porre mano Rabano è qui e lucemi dallato il calavrese abate Giovacchino di spirito profetico dotato Ad inveggiar cotanto paladino mi mosse l'infiammata cortesia di fra Tommaso e 'l discreto latino e mosse meco questa compagnia,blank,Paradiso,12
Quando l'una paglia è trita quando la sua semenza è già riposta a batter l'altra dolce amor m'invita Tu credi che nel petto onde la costa si trasse per formar la bella guancia il cui palato a tutto 'l mondo costa e in quel che forato da la lancia e prima e poscia tanto sodisfece che d'ogne colpa vince la bilancia quantunque a la natura umana lece aver di lume tutto fosse infuso da quel valor che l'uno e l'altro fece e però miri a ciò ch'io dissi suso quando narrai che non ebbe 'l secondo lo ben che ne la quinta luce è chiuso Or apri li occhi a quel ch'io ti rispondo e vedräi il tuo credere e 'l mio dire nel vero farsi come centro in tondo Ciò che non more e ciò che può morire non è se non splendor di quella idea che partorisce amando il nostro Sire ché quella viva luce che sì mea dal suo lucente che non si disuna da lui né da l'amor ch'a lor s'intrea per sua bontate il suo raggiare aduna quasi specchiato in nove sussistenze etternalmente rimanendosi una Quindi discende a l'ultime potenze giù d'atto in atto tanto divenendo che più non fa che brevi contingenze e queste contingenze essere intendo le cose generate che produce con seme e sanza seme il ciel movendo La cera di costoro e chi la duce non sta d'un modo e però sotto 'l segno idëale poi più e men traluce Ond' elli avvien ch'un medesimo legno secondo specie meglio e peggio frutta e voi nascete con diverso ingegno Se fosse a punto la cera dedutta e fosse il cielo in sua virtù supprema la luce del suggel parrebbe tutta ma la natura la dà sempre scema similemente operando a l'artista ch'a l'abito de l'arte ha man che trema Però se 'l caldo amor la chiara vista de la prima virtù dispone e segna tutta la perfezion quivi s'acquista Così fu fatta già la terra degna di tutta l'animal perfezïone così fu fatta la Vergine pregna sì ch'io commendo tua oppinïone che l'umana natura mai non fue né fia qual fu in quelle due persone Or s'i' non procedesse avanti piùe 'Dunque come costui fu sanza pare' comincerebber le parole tue Ma perché paia ben ciò che non pare pensa chi era e la cagion che 'l mosse quando fu detto 'Chiedi' a dimandare Non ho parlato sì che tu non posse ben veder ch'el fu re che chiese senno acciò che re sufficïente fosse non per sapere il numero in che enno li motor di qua sù o se necesse con contingente mai necesse fenno non si est dare primum motum esse o se del mezzo cerchio far si puote trïangol sì ch'un retto non avesse Onde se ciò ch'io dissi e questo note regal prudenza è quel vedere impari in che lo stral di mia intenzion percuote e se al 'surse' drizzi li occhi chiari vedrai aver solamente respetto ai regi che son molti e ' buon son rari Con questa distinzion prendi 'l mio detto e così puote star con quel che credi del primo padre e del nostro Diletto E questo ti sia sempre piombo a' piedi per farti mover lento com' uom lasso e al sì e al no che tu non vedi ché quelli è tra li stolti bene a basso che sanza distinzione afferma e nega ne l'un così come ne l'altro passo perch' elli 'ncontra che più volte piega l'oppinïon corrente in falsa parte e poi l'affetto l'intelletto lega Vie più che 'ndarno da riva si parte perché non torna tal qual e' si move chi pesca per lo vero e non ha l'arte E di ciò sono al mondo aperte prove Parmenide Melisso e Brisso e molti li quali andaro e non sapëan dove sì fé Sabellio e Arrio e quelli stolti che furon come spade a le Scritture in render torti li diritti volti Non sien le genti ancor troppo sicure a giudicar sì come quei che stima le biade in campo pria che sien mature ch'i' ho veduto tutto 'l verno prima lo prun mostrarsi rigido e feroce poscia portar la rosa in su la cima e legno vidi già dritto e veloce correr lo mar per tutto suo cammino perire al fine a l'intrar de la foce Non creda donna Berta e ser Martino per vedere un furare altro offerere vederli dentro al consiglio divino ché quel può surgere e quel può cadere,blank,Paradiso,13
A costui fa mestieri e nol vi dice né con la voce né pensando ancora d'un altro vero andare a la radice Diteli se la luce onde s'infiora vostra sustanza rimarrà con voi etternalmente sì com' ell' è ora e se rimane dite come poi che sarete visibili rifatti esser porà ch'al veder non vi nòi,blank,Paradiso,14
Quanto fia lunga la festa di paradiso tanto il nostro amore si raggerà dintorno cotal vesta La sua chiarezza séguita l'ardore l'ardor la visïone e quella è tanta quant' ha di grazia sovra suo valore Come la carne glorïosa e santa fia rivestita la nostra persona più grata fia per esser tutta quanta per che s'accrescerà ciò che ne dona di gratüito lume il sommo bene lume ch'a lui veder ne condiziona onde la visïon crescer convene crescer l'ardor che di quella s'accende crescer lo raggio che da esso vene Ma sì come carbon che fiamma rende e per vivo candor quella soverchia sì che la sua parvenza si difende così questo folgór che già ne cerchia fia vinto in apparenza da la carne che tutto dì la terra ricoperchia né potrà tanta luce affaticarne ché li organi del corpo saran forti a tutto ciò che potrà dilettarne,blank,Paradiso,14
Amme,blank,Paradiso,14
O Elïòs che sì li addobbi,blank,Paradiso,14
Resurgi,blank,Paradiso,14
Vinci,blank,Paradiso,14
O sanguis meus O superinfusa gratïa Deï sicut tibi cui bis unquam celi ianüa reclusa,blank,Paradiso,15
Benedetto sia tu,blank,Paradiso,15
trino e uno che nel mio seme se' tanto cortese,blank,Paradiso,15
Grato e lontano digiuno tratto leggendo del magno volume du' non si muta mai bianco né bruno solvuto hai figlio dentro a questo lume in ch'io ti parlo mercé di colei ch'a l'alto volo ti vestì le piume Tu credi che a me tuo pensier mei da quel ch'è primo così come raia da l'un se si conosce il cinque e 'l sei e però ch'io mi sia e perch' io paia più gaudïoso a te non mi domandi che alcun altro in questa turba gaia Tu credi 'l vero ché i minori e ' grandi di questa vita miran ne lo speglio in che prima che pensi il pensier pandi ma perché 'l sacro amore in che io veglio con perpetüa vista e che m'asseta di dolce disïar s'adempia meglio la voce tua sicura balda e lieta suoni la volontà suoni 'l disio a che la mia risposta è già decreta,blank,Paradiso,15
L'affetto e 'l senno come la prima equalità v'apparse d'un peso per ciascun di voi si fenno però che 'l sol che v'allumò e arse col caldo e con la luce è sì iguali che tutte simiglianze sono scarse Ma voglia e argomento ne' mortali per la cagion ch'a voi è manifesta diversamente son pennuti in ali ond' io che son mortal mi sento in questa disagguaglianza e però non ringrazio se non col core a la paterna festa Ben supplico io a te vivo topazio che questa gioia prezïosa ingemmi perché mi facci del tuo nome sazio,blank,Paradiso,15
O fronda mia in che io compiacemmi pur aspettando io fui la tua radice,blank,Paradiso,15
Quel da cui si dice tua cognazione e che cent' anni e piùe girato ha 'l monte in la prima cornice mio figlio fu e tuo bisavol fue ben si convien che la lunga fatica tu li raccorci con l'opere tue Fiorenza dentro da la cerchia antica ond' ella toglie ancora e terza e nona si stava in pace sobria e pudica Non avea catenella non corona non gonne contigiate non cintura che fosse a veder più che la persona Non faceva nascendo ancor paura la figlia al padre ché 'l tempo e la dote non fuggien quinci e quindi la misura Non avea case di famiglia vòte non v'era giunto ancor Sardanapalo a mostrar ciò che 'n camera si puote Non era vinto ancora Montemalo dal vostro Uccellatoio che com'è vinto nel montar sù così sarà nel calo Bellincion Berti vid' io andar cinto di cuoio e d'osso e venir da lo specchio la donna sua sanza 'l viso dipinto e vidi quel d'i Nerli e quel del Vecchio esser contenti a la pelle scoperta e le sue donne al fuso e al pennecchio Oh fortunate ciascuna era certa de la sua sepultura e ancor nulla era per Francia nel letto diserta L'una vegghiava a studio de la culla e consolando usava l'idïoma che prima i padri e le madri trastulla l'altra traendo a la rocca la chioma favoleggiava con la sua famiglia d'i Troiani di Fiesole e di Roma Saria tenuta allor tal maraviglia una Cianghella un Lapo Salterello qual or saria Cincinnato e Corniglia A così riposato a così bello viver di cittadini a così fida cittadinanza a così dolce ostello Maria mi diè chiamata in alte grida e ne l'antico vostro Batisteo insieme fui cristiano e Cacciaguida Moronto fu mio frate ed Eliseo mia donna venne a me di val di Pado e quindi il sopranome tuo si feo Poi seguitai lo 'mperador Currado ed el mi cinse de la sua milizia tanto per bene ovrar li venni in grado Dietro li andai incontro a la nequizia di quella legge il cui popolo usurpa per colpa d'i pastor vostra giustizia Quivi fu' io da quella gente turpa disviluppato dal mondo fallace lo cui amor molt'anime deturpa e venni dal martiro a questa pace,blank,Paradiso,15
voi,blank,Paradiso,16
Voi siete il padre mio voi mi date a parlar tutta baldezza voi mi levate sì ch'i' son più ch'io Per tanti rivi s'empie d'allegrezza la mente mia che di sé fa letizia perché può sostener che non si spezza Ditemi dunque cara mia primizia quai fuor li vostri antichi e quai fuor li anni che si segnaro in vostra püerizia ditemi de l'ovil di San Giovanni quanto era allora e chi eran le genti tra esso degne di più alti scanni,blank,Paradiso,16
Da quel dì che fu detto 'Ave' al parto in che mia madre ch'è or santa s'allevïò di me ond' era grave al suo Leon cinquecento cinquanta e trenta fiate venne questo foco a rinfiammarsi sotto la sua pianta Li antichi miei e io nacqui nel loco dove si truova pria l'ultimo sesto da quei che corre il vostro annüal gioco Basti d'i miei maggiori udirne questo chi ei si fosser e onde venner quivi più è tacer che ragionare onesto Tutti color ch'a quel tempo eran ivi da poter arme tra Marte e 'l Batista erano il quinto di quei ch'or son vivi Ma la cittadinanza ch'è or mista di Campi di Certaldo e di Fegghine pura vediesi ne l'ultimo artista Oh quanto fora meglio esser vicine quelle genti ch'io dico e al Galluzzo e a Trespiano aver vostro confine che averle dentro e sostener lo puzzo del villan d'Aguglion di quel da Signa che già per barattare ha l'occhio aguzzo Se la gente ch'al mondo più traligna non fosse stata a Cesare noverca ma come madre a suo figlio benigna tal fatto è fiorentino e cambia e merca che si sarebbe vòlto a Simifonti là dove andava l'avolo a la cerca sariesi Montemurlo ancor de' Conti sarieno i Cerchi nel piovier d'Acone e forse in Valdigrieve i Buondelmonti Sempre la confusion de le persone principio fu del mal de la cittade come del vostro il cibo che s'appone e cieco toro più avaccio cade che cieco agnello e molte volte taglia più e meglio una che le cinque spade Se tu riguardi Luni e Orbisaglia come sono ite e come se ne vanno di retro ad esse Chiusi e Sinigaglia udir come le schiatte si disfanno non ti parrà nova cosa né forte poscia che le cittadi termine hanno Le vostre cose tutte hanno lor morte sì come voi ma celasi in alcuna che dura molto e le vite son corte E come 'l volger del ciel de la luna cuopre e discuopre i liti sanza posa così fa di Fiorenza la Fortuna per che non dee parer mirabil cosa ciò ch'io dirò de li alti Fiorentini onde è la fama nel tempo nascosa Io vidi li Ughi e vidi i Catellini Filippi Greci Ormanni e Alberichi già nel calare illustri cittadini e vidi così grandi come antichi con quel de la Sannella quel de l'Arca e Soldanieri e Ardinghi e Bostichi Sovra la porta ch'al presente è carca di nova fellonia di tanto peso che tosto fia iattura de la barca erano i Ravignani ond' è disceso il conte Guido e qualunque del nome de l'alto Bellincione ha poscia preso Quel de la Pressa sapeva già come regger si vuole e avea Galigaio dorata in casa sua già l'elsa e 'l pome Grand' era già la colonna del Vaio Sacchetti Giuochi Fifanti e Barucci e Galli e quei ch'arrossan per lo staio Lo ceppo di che nacquero i Calfucci era già grande e già eran tratti a le curule Sizii e Arrigucci Oh quali io vidi quei che son disfatti per lor superbia e le palle de l'oro fiorian Fiorenza in tutt' i suoi gran fatti Così facieno i padri di coloro che sempre che la vostra chiesa vaca si fanno grassi stando a consistoro L'oltracotata schiatta che s'indraca dietro a chi fugge e a chi mostra 'l dente o ver la borsa com' agnel si placa già venìa sù ma di picciola gente sì che non piacque ad Ubertin Donato che poï il suocero il fé lor parente Già era 'l Caponsacco nel mercato disceso giù da Fiesole e già era buon cittadino Giuda e Infangato Io dirò cosa incredibile e vera nel picciol cerchio s'entrava per porta che si nomava da quei de la Pera Ciascun che de la bella insegna porta del gran barone il cui nome e 'l cui pregio la festa di Tommaso riconforta da esso ebbe milizia e privilegio avvegna che con popol si rauni oggi colui che la fascia col fregio Già eran Gualterotti e Importuni e ancor saria Borgo più quïeto se di novi vicin fosser digiuni La casa di che nacque il vostro fleto per lo giusto disdegno che v'ha morti e puose fine al vostro viver lieto era onorata essa e suoi consorti o Buondelmonte quanto mal fuggisti le nozze süe per li altrui conforti Molti sarebber lieti che son tristi se Dio t'avesse conceduto ad Ema la prima volta ch'a città venisti Ma conveniesi a quella pietra scema che guarda 'l ponte che Fiorenza fesse vittima ne la sua pace postrema Con queste genti e con altre con esse vid' io Fiorenza in sì fatto riposo che non avea cagione onde piangesse Con queste genti vid' io glorïoso e giusto il popol suo tanto che 'l giglio non era ad asta mai posto a ritroso né per divisïon fatto vermiglio,blank,Paradiso,16
Manda fuor la vampa del tuo disio,blank,Paradiso,17
sì ch'ella esca segnata bene de la interna stampa non perché nostra conoscenza cresca per tuo parlare ma perché t'ausi a dir la sete sì che l'uom ti mesca,blank,Paradiso,17
O cara piota mia che sì t'insusi che come veggion le terrene menti non capere in trïangol due ottusi così vedi le cose contingenti anzi che sieno in sé mirando il punto a cui tutti li tempi son presenti mentre ch'io era a Virgilio congiunto su per lo monte che l'anime cura e discendendo nel mondo defunto dette mi fuor di mia vita futura parole gravi avvegna ch'io mi senta ben tetragono ai colpi di ventura per che la voglia mia saria contenta d'intender qual fortuna mi s'appressa ché saetta previsa vien più lenta,blank,Paradiso,17
La contingenza che fuor del quaderno de la vostra matera non si stende tutta è dipinta nel cospetto etterno necessità però quindi non prende se non come dal viso in che si specchia nave che per torrente giù discende Da indi sì come viene ad orecchia dolce armonia da organo mi viene a vista il tempo che ti s'apparecchia Qual si partio Ipolito d'Atene per la spietata e perfida noverca tal di Fiorenza partir ti convene Questo si vuole e questo già si cerca e tosto verrà fatto a chi ciò pensa là dove Cristo tutto dì si merca La colpa seguirà la parte offensa in grido come suol ma la vendetta fia testimonio al ver che la dispensa Tu lascerai ogne cosa diletta più caramente e questo è quello strale che l'arco de lo essilio pria saetta Tu proverai sì come sa di sale lo pane altrui e come è duro calle lo scendere e 'l salir per l'altrui scale E quel che più ti graverà le spalle sarà la compagnia malvagia e scempia con la qual tu cadrai in questa valle che tutta ingrata tutta matta ed empia si farà contr' a te ma poco appresso ella non tu n'avrà rossa la tempia Di sua bestialitate il suo processo farà la prova sì ch'a te fia bello averti fatta parte per te stesso Lo primo tuo refugio e 'l primo ostello sarà la cortesia del gran Lombardo che 'n su la scala porta il santo uccello ch'in te avrà sì benigno riguardo che del fare e del chieder tra voi due fia primo quel che tra li altri è più tardo Con lui vedrai colui che 'mpresso fue nascendo sì da questa stella forte che notabili fier l'opere sue Non se ne son le genti ancora accorte per la novella età ché pur nove anni son queste rote intorno di lui torte ma pria che 'l Guasco l'alto Arrigo inganni parran faville de la sua virtute in non curar d'argento né d'affanni Le sue magnificenze conosciute saranno ancora sì che ' suoi nemici non ne potran tener le lingue mute A lui t'aspetta e a' suoi benefici per lui fia trasmutata molta gente cambiando condizion ricchi e mendici e portera'ne scritto ne la mente di lui e nol dirai,blank,Paradiso,17
Figlio queste son le chiose di quel che ti fu detto ecco le 'nsidie che dietro a pochi giri son nascose Non vo' però ch'a' tuoi vicini invidie poscia che s'infutura la tua vita via più là che 'l punir di lor perfidie,blank,Paradiso,17
Ben veggio padre mio sì come sprona lo tempo verso me per colpo darmi tal ch'è più grave a chi più s'abbandona per che di provedenza è buon ch'io m'armi sì che se loco m'è tolto più caro io non perdessi li altri per miei carmi Giù per lo mondo sanza fine amaro e per lo monte del cui bel cacume li occhi de la mia donna mi levaro e poscia per lo ciel di lume in lume ho io appreso quel che s'io ridico a molti fia sapor di forte agrume e s'io al vero son timido amico temo di perder viver tra coloro che questo tempo chiameranno antico,blank,Paradiso,17
Coscïenza fusca o de la propria o de l'altrui vergogna pur sentirà la tua parola brusca Ma nondimen rimossa ogne menzogna tutta tua visïon fa manifesta e lascia pur grattar dov' è la rogna Ché se la voce tua sarà molesta nel primo gusto vital nodrimento lascerà poi quando sarà digesta Questo tuo grido farà come vento che le più alte cime più percuote e ciò non fa d'onor poco argomento Però ti son mostrate in queste rote nel monte e ne la valle dolorosa pur l'anime che son di fama note che l'animo di quel ch'ode non posa né ferma fede per essempro ch'aia la sua radice incognita e ascosa né per altro argomento che non paia,blank,Paradiso,17
Muta pensier pensa ch'i' sono presso a colui ch'ogne torto disgrava,blank,Paradiso,18
Volgiti e ascolta ché non pur ne' miei occhi è paradiso,blank,Paradiso,18
In questa quinta soglia de l'albero che vive de la cima e frutta sempre e mai non perde foglia spiriti son beati che giù prima che venissero al ciel fuor di gran voce sì ch'ogne musa ne sarebbe opima Però mira ne' corni de la croce quello ch'io nomerò lì farà l'atto che fa in nube il suo foco veloce,blank,Paradiso,18
DILIGITE IUSTITIAM,blank,Paradiso,18
QUI IUDICATIS TERRAM,blank,Paradiso,18
I' ho fermo 'l disiro sì a colui che volle viver solo e che per salti fu tratto al martiro ch'io non conosco il pescator né Polo,blank,Paradiso,18
io,blank,Paradiso,19
mio,blank,Paradiso,19
noi,blank,Paradiso,19
nostro,blank,Paradiso,19
Per esser giusto e pio son io qui essaltato a quella gloria che non si lascia vincere a disio e in terra lasciai la mia memoria sì fatta che le genti lì malvage commendan lei ma non seguon la storia,blank,Paradiso,19
